Rejection Rates,Phi Values
0.047162,0.0
0.046997,0.1
0.047635,0.2
0.049311,0.30000000000000004
0.05408,0.4
0.064115,0.5
0.08405,0.6000000000000001
0.122203,0.7000000000000001
0.204644,0.8
0.385398,0.9
0.545095,0.95
