Rejection Rates,Phi Values
0.048865,0.0
0.067489,0.1
0.09459,0.2
0.133692,0.30000000000000004
0.195639,0.4
0.296619,0.5
0.459965,0.6000000000000001
0.683311,0.7000000000000001
0.891455,0.8
0.985392,0.9
0.996771,0.95
