Rejection Rates,Phi Values
0.049902,0.0
0.049939,0.1
0.050663,0.2
0.052915,0.30000000000000004
0.058423,0.4
0.068766,0.5
0.089301,0.6000000000000001
0.12897,0.7000000000000001
0.211792,0.8
0.399804,0.9
0.56993,0.95
