Rejection Rates,Phi Values
0.049957,0.0
0.049823,0.1
0.050801,0.2
0.052098,0.30000000000000004
0.055441,0.4
0.062321,0.5
0.076117,0.6000000000000001
0.102581,0.7000000000000001
0.160913,0.8
0.299277,0.9
0.686231,1.0
