Rejection Rates,Phi Values
0.050011,0.0
0.050422,0.1
0.050474,0.2
0.053149,0.30000000000000004
0.057923,0.4
0.068523,0.5
0.08856,0.6000000000000001
0.128519,0.7000000000000001
0.212159,0.8
0.39922,0.9
0.802679,1.0
